Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
31,1110,0.01,0.24,0.41,0.02,0.29,0.39,0.52,0.47,0.12,30.88
32,1114,0.01,0.23,0.39,0.08,0.32,0.43,0.50,0.49,0.13,32.00
33,1109,0.01,0.23,0.39,0.07,0.29,0.39,0.53,0.50,0.13,33.17
34,1109,0.01,0.23,0.39,0.02,0.30,0.42,0.50,0.51,0.13,34.31
35,1127,0.01,0.22,0.39,0.02,0.29,0.40,0.56,0.48,0.14,35.49
36,1111,0.01,0.23,0.41,0.02,0.29,0.42,0.49,0.49,0.14,36.62
37,1114,0.01,0.22,0.39,0.02,0.30,0.42,0.51,0.50,0.13,37.75
38,1114,0.01,0.24,0.44,0.02,0.32,0.43,0.48,0.49,0.14,38.86
39,1111,0.01,0.27,0.44,0.02,0.31,0.40,0.49,0.55,0.13,40.03
40,1112,0.01,0.25,0.42,0.02,0.32,0.43,0.58,0.54,0.13,41.29
41,1118,0.01,0.24,0.41,0.02,0.35,0.45,0.55,0.55,0.14,42.53
42,1122,0.01,0.24,0.40,0.02,0.34,0.45,0.53,0.58,0.15,43.79
43,1129,0.01,0.26,0.41,0.02,0.32,0.43,0.52,0.56,0.16,45.03
44,1110,0.02,0.26,0.44,0.02,0.32,0.42,0.54,0.55,0.14,46.25
45,1107,0.01,0.26,0.44,0.02,0.31,0.40,0.55,0.58,0.15,47.54
46,1123,0.01,0.26,0.43,0.02,0.35,0.44,0.54,0.62,0.16,48.85
47,1126,0.01,0.26,0.43,0.03,0.34,0.46,0.60,0.61,0.17,50.23
48,1117,0.01,0.27,0.46,0.09,0.32,0.43,0.55,0.57,0.15,51.50
49,1113,0.01,0.25,0.44,0.07,0.32,0.43,0.53,0.55,0.14,52.72
50,1127,0.01,0.26,0.44,0.10,0.33,0.43,0.54,0.62,0.16,54.05
51,1119,0.01,0.25,0.43,0.06,0.30,0.43,0.61,0.58,0.15,55.38
52,1117,0.01,0.25,0.43,0.08,0.31,0.43,0.57,0.57,0.15,56.68
53,1123,0.01,0.26,0.45,0.07,0.32,0.44,0.54,0.53,0.15,57.89
54,1115,0.01,0.28,0.47,0.09,0.31,0.41,0.53,0.57,0.15,59.14
55,1118,0.01,0.25,0.44,0.09,0.32,0.43,0.62,0.56,0.15,60.47
56,1111,0.02,0.26,0.44,0.10,0.31,0.41,0.56,0.56,0.15,61.73
57,1106,0.01,0.24,0.44,0.08,0.31,0.43,0.61,0.56,0.14,63.04
58,1112,0.01,0.24,0.44,0.09,0.32,0.44,0.53,0.54,0.14,64.25
59,1115,0.01,0.24,0.43,0.10,0.33,0.45,0.59,0.53,0.14,65.52
60,1112,0.01,0.24,0.44,0.07,0.32,0.43,0.59,0.55,0.14,66.80
61,1107,0.01,0.24,0.44,0.06,0.32,0.44,0.61,0.53,0.14,68.08
62,1110,0.00,0.23,0.43,0.05,0.30,0.42,0.49,0.52,0.15,69.23
63,1109,0.01,0.25,0.44,0.08,0.31,0.41,0.54,0.54,0.14,70.45
64,1120,0.02,0.26,0.43,0.10,0.31,0.42,0.57,0.57,0.16,71.75
65,1116,0.01,0.25,0.44,0.08,0.33,0.46,0.59,0.59,0.15,73.09
66,1117,0.01,0.25,0.43,0.07,0.35,0.46,0.55,0.58,0.15,74.38
67,1132,0.01,0.27,0.44,0.08,0.35,0.47,0.55,0.63,0.16,75.72
68,1119,0.01,0.26,0.44,0.08,0.31,0.44,0.56,0.67,0.15,77.09
69,1116,0.01,0.25,0.44,0.08,0.33,0.46,0.62,0.59,0.16,78.46
70,1117,0.01,0.27,0.48,0.07,0.33,0.45,0.58,0.64,0.15,79.84
71,1126,0.02,0.27,0.46,0.08,0.33,0.47,0.53,0.64,0.16,81.18
72,1112,0.01,0.25,0.45,0.08,0.32,0.44,0.58,0.65,0.15,82.56
73,1116,0.01,0.26,0.46,0.10,0.30,0.42,0.60,0.68,0.16,84.00
74,1122,0.01,0.25,0.45,0.07,0.31,0.44,0.54,0.61,0.17,85.32
75,1120,0.01,0.27,0.45,0.09,0.33,0.44,0.56,0.66,0.17,86.71
76,1126,0.02,0.28,0.46,0.11,0.32,0.44,0.55,0.67,0.17,88.11
77,1121,0.00,0.26,0.45,0.11,0.32,0.44,0.58,0.69,0.17,89.55
78,1121,0.01,0.25,0.45,0.05,0.31,0.42,0.62,0.67,0.17,91.00
79,1122,0.01,0.25,0.45,0.12,0.34,0.45,0.59,0.72,0.18,92.49
80,1122,0.01,0.26,0.45,0.09,0.34,0.48,0.55,0.70,0.17,93.91
81,1117,0.01,0.27,0.46,0.11,0.34,0.46,0.55,0.72,0.17,95.35
82,1120,0.02,0.28,0.47,0.09,0.32,0.43,0.63,0.75,0.17,96.90
83,1117,0.01,0.25,0.45,0.09,0.32,0.46,0.57,0.68,0.17,98.33
84,1127,0.01,0.25,0.46,0.11,0.33,0.44,0.56,0.70,0.18,99.77
85,1119,0.01,0.27,0.47,0.10,0.33,0.44,0.54,0.76,0.17,101.25
86,1120,0.01,0.27,0.48,0.11,0.31,0.42,0.59,0.75,0.18,102.77
87,1124,0.01,0.28,0.48,0.12,0.34,0.45,0.51,0.76,0.17,104.22
88,1136,0.01,0.27,0.45,0.12,0.35,0.46,0.55,0.76,0.18,105.71
89,1123,0.02,0.28,0.48,0.11,0.33,0.44,0.59,0.73,0.17,107.20
90,1126,0.02,0.26,0.46,0.10,0.35,0.48,0.57,0.75,0.17,108.70
91,1120,0.01,0.26,0.45,0.11,0.35,0.47,0.54,0.75,0.17,110.16
92,1119,0.00,0.28,0.46,0.12,0.32,0.43,0.55,0.78,0.17,111.66
93,1124,0.01,0.29,0.49,0.11,0.31,0.42,0.54,0.75,0.17,113.11
94,1132,0.01,0.27,0.46,0.10,0.35,0.46,0.59,0.78,0.19,114.67
95,1128,0.01,0.27,0.46,0.10,0.36,0.50,0.57,0.76,0.17,116.17
96,1123,0.01,0.27,0.45,0.01,0.35,0.47,0.64,0.77,0.17,117.75
97,1119,0.01,0.28,0.47,0.01,0.33,0.44,0.57,0.75,0.17,119.25
98,1127,0.01,0.30,0.47,0.01,0.34,0.46,0.53,0.79,0.16,120.72
99,1120,0.01,0.30,0.49,0.01,0.32,0.45,0.52,0.77,0.17,122.18
100,1126,0.02,0.27,0.48,0.10,0.33,0.48,0.51,0.76,0.17,123.62
101,1125,0.01,0.27,0.47,0.08,0.37,0.51,0.53,0.76,0.18,125.09
102,1133,0.01,0.27,0.46,0.01,0.35,0.47,0.64,0.74,0.18,126.65
103,1128,0.01,0.29,0.47,0.01,0.35,0.47,0.59,0.73,0.18,128.15
104,1138,0.02,0.29,0.47,0.01,0.36,0.51,0.54,0.76,0.19,129.64
105,1135,0.01,0.27,0.47,0.01,0.34,0.48,0.67,0.74,0.19,131.25
106,1124,0.01,0.28,0.47,0.01,0.33,0.44,0.56,0.77,0.18,132.76
107,1122,0.01,0.26,0.47,0.01,0.36,0.48,0.58,0.78,0.18,134.30
108,1129,0.01,0.28,0.47,0.01,0.34,0.49,0.56,0.77,0.17,135.80
109,1129,0.01,0.31,0.49,0.01,0.35,0.49,0.63,0.77,0.18,137.37
110,1130,0.01,0.28,0.48,0.01,0.35,0.47,0.60,0.79,0.20,138.96
111,1115,0.01,0.29,0.47,0.01,0.36,0.48,0.67,0.79,0.17,140.59
112,1127,0.01,0.28,0.47,0.10,0.36,0.50,0.60,0.78,0.18,142.16
113,1119,0.01,0.29,0.48,0.07,0.32,0.46,0.60,0.75,0.17,143.68
114,1120,0.01,0.29,0.47,0.10,0.36,0.49,0.58,0.79,0.18,145.23
115,1130,0.01,0.30,0.47,0.09,0.35,0.49,0.61,0.85,0.18,146.87
116,1128,0.02,0.28,0.47,0.10,0.34,0.48,0.59,0.87,0.18,148.52
117,1128,0.01,0.31,0.48,0.12,0.35,0.47,0.64,0.86,0.19,150.20
118,1124,0.02,0.31,0.47,0.09,0.34,0.46,0.58,0.87,0.19,151.83
119,1126,0.01,0.32,0.49,0.01,0.36,0.50,0.62,0.91,0.18,153.53
120,1123,0.01,0.31,0.50,0.10,0.34,0.47,0.66,0.88,0.17,155.24
121,1134,0.01,0.31,0.49,0.10,0.37,0.52,0.63,0.87,0.20,156.94
122,1132,0.01,0.29,0.47,0.10,0.37,0.52,0.62,0.90,0.19,158.66
123,1139,0.02,0.32,0.50,0.01,0.32,0.46,0.55,0.93,0.20,160.33
124,1130,0.02,0.31,0.49,0.09,0.33,0.47,0.62,0.91,0.16,162.03
125,1143,0.02,0.30,0.49,0.09,0.34,0.49,0.64,0.85,0.19,163.70
126,1150,0.01,0.32,0.51,0.11,0.37,0.50,0.70,0.87,0.21,165.48
127,1136,0.01,0.31,0.49,0.13,0.36,0.49,0.65,0.86,0.19,167.18
128,1151,0.01,0.32,0.50,0.11,0.36,0.50,0.63,0.88,0.20,168.89
129,1139,0.01,0.32,0.52,0.11,0.38,0.51,0.63,0.87,0.18,170.57
130,1135,0.01,0.32,0.51,0.13,0.35,0.49,0.72,0.86,0.18,172.33
131,1132,0.01,0.31,0.50,0.12,0.36,0.49,0.57,0.83,0.18,173.92
132,1132,0.01,0.33,0.52,0.01,0.38,0.52,0.60,0.89,0.19,175.59
133,1140,0.01,0.32,0.51,0.01,0.37,0.49,0.60,0.88,0.19,177.25
134,1143,0.01,0.34,0.53,0.01,0.40,0.53,0.63,0.90,0.19,178.99
135,1130,0.02,0.32,0.52,0.01,0.38,0.50,0.55,0.89,0.19,180.61
136,1126,0.01,0.33,0.52,0.13,0.38,0.50,0.62,0.91,0.18,182.32
137,1136,0.01,0.31,0.51,0.01,0.37,0.51,0.65,0.91,0.20,184.08
138,1137,0.02,0.32,0.51,0.01,0.37,0.49,0.62,0.88,0.20,185.78
139,1132,0.01,0.33,0.51,0.01,0.38,0.51,0.59,0.87,0.20,187.44
140,1136,0.01,0.33,0.51,0.01,0.37,0.51,0.58,0.90,0.19,189.11
141,1137,0.02,0.32,0.51,0.01,0.37,0.49,0.66,0.84,0.19,190.81
142,1129,0.01,0.34,0.52,0.11,0.36,0.48,0.59,0.87,0.19,192.46
143,1123,0.01,0.35,0.54,0.12,0.38,0.50,0.56,0.90,0.18,194.11
144,1135,0.02,0.32,0.52,0.11,0.41,0.53,0.64,0.93,0.21,195.88
145,1128,0.01,0.35,0.52,0.12,0.41,0.52,0.59,0.94,0.19,197.60
146,1132,0.01,0.34,0.52,0.10,0.39,0.52,0.58,0.94,0.20,199.33
147,1135,0.01,0.31,0.52,0.12,0.41,0.55,0.62,0.90,0.19,201.05
148,1134,0.01,0.32,0.52,0.11,0.39,0.55,0.58,0.87,0.18,202.68
149,1136,0.01,0.32,0.53,0.13,0.39,0.49,0.58,0.87,0.19,204.32
150,1145,0.01,0.34,0.52,0.13,0.40,0.53,0.54,0.96,0.20,206.02
151,1138,0.01,0.34,0.52,0.01,0.39,0.51,0.65,0.92,0.19,207.78
152,1130,0.01,0.36,0.54,0.12,0.40,0.52,0.59,0.94,0.19,209.51
153,1137,0.01,0.35,0.52,0.01,0.44,0.55,0.57,0.98,0.20,211.25
154,1144,0.01,0.37,0.53,0.01,0.40,0.52,0.60,0.99,0.20,213.04
155,1135,0.02,0.32,0.51,0.01,0.38,0.51,0.60,0.99,0.20,214.82
156,1135,0.01,0.33,0.51,0.01,0.36,0.48,0.62,0.97,0.20,216.62
157,1147,0.01,0.34,0.51,0.01,0.40,0.54,0.59,0.97,0.21,218.39
158,1149,0.01,0.34,0.52,0.01,0.38,0.50,0.61,0.95,0.20,220.15
159,1140,0.01,0.34,0.53,0.13,0.40,0.52,0.62,0.94,0.20,221.91
160,1139,0.01,0.32,0.51,0.10,0.37,0.48,0.59,0.93,0.20,223.64
161,1136,0.01,0.33,0.51,0.11,0.40,0.54,0.64,0.98,0.19,225.46
162,1143,0.01,0.35,0.53,0.12,0.40,0.53,0.61,0.96,0.21,227.24
163,1140,0.01,0.33,0.51,0.12,0.38,0.50,0.59,0.94,0.19,228.96
164,1141,0.01,0.32,0.51,0.11,0.39,0.50,0.59,0.96,0.21,230.72
165,1138,0.01,0.34,0.51,0.11,0.39,0.51,0.57,0.93,0.20,232.42
166,1133,0.01,0.35,0.52,0.11,0.40,0.51,0.53,0.95,0.19,234.10
167,1131,0.01,0.33,0.51,0.11,0.39,0.50,0.58,0.96,0.19,235.83
168,1129,0.01,0.36,0.53,0.12,0.40,0.53,0.58,1.02,0.19,237.63
169,1137,0.01,0.34,0.52,0.13,0.38,0.50,0.57,0.92,0.20,239.33
170,1139,0.01,0.37,0.54,0.01,0.39,0.50,0.56,1.01,0.21,241.11
171,1136,0.02,0.32,0.51,0.01,0.39,0.51,0.58,0.99,0.22,242.91
172,1132,0.01,0.33,0.51,0.01,0.41,0.54,0.56,0.97,0.19,244.63
173,1132,0.01,0.32,0.51,0.01,0.37,0.49,0.62,0.92,0.19,246.36
174,1143,0.01,0.33,0.51,0.01,0.40,0.52,0.56,0.96,0.20,248.07
175,1144,0.02,0.33,0.51,0.01,0.40,0.53,0.70,0.95,0.21,249.92
176,1134,0.01,0.34,0.54,0.01,0.40,0.53,0.56,0.92,0.19,251.60
177,1144,0.01,0.32,0.53,0.01,0.37,0.52,0.64,0.92,0.20,253.35
178,1136,0.01,0.28,0.51,0.01,0.40,0.56,0.59,0.83,0.20,254.97
179,1134,0.02,0.31,0.52,0.01,0.36,0.50,0.63,0.89,0.19,256.67
180,1139,0.02,0.29,0.51,0.01,0.38,0.52,0.64,0.86,0.20,258.38
181,1134,0.01,0.30,0.51,0.01,0.39,0.53,0.58,0.85,0.19,260.00
182,1133,0.01,0.30,0.51,0.11,0.38,0.50,0.60,0.81,0.19,261.60
183,1141,0.01,0.29,0.51,0.01,0.38,0.52,0.63,0.88,0.21,263.32
184,1144,0.01,0.32,0.53,0.01,0.39,0.52,0.64,0.88,0.19,265.03
185,1144,0.02,0.31,0.52,0.01,0.40,0.54,0.60,0.87,0.20,266.70
186,1146,0.01,0.30,0.52,0.01,0.39,0.52,0.66,0.84,0.21,268.41
187,1144,0.01,0.30,0.52,0.01,0.40,0.52,0.56,0.86,0.21,270.04
188,1140,0.01,0.30,0.52,0.12,0.40,0.51,0.57,0.86,0.20,271.67
189,1148,0.01,0.31,0.52,0.01,0.42,0.55,0.64,0.89,0.21,273.40
190,1139,0.01,0.31,0.52,0.13,0.40,0.52,0.59,0.88,0.18,275.06
191,1152,0.01,0.31,0.52,0.16,0.39,0.52,0.62,0.85,0.20,276.73
192,1153,0.01,0.30,0.52,0.12,0.40,0.52,0.59,0.87,0.22,278.41
193,1158,0.01,0.31,0.53,0.11,0.39,0.51,0.66,0.88,0.22,280.17
194,1159,0.01,0.29,0.51,0.12,0.41,0.53,0.61,0.88,0.22,281.88
195,1161,0.01,0.33,0.54,0.11,0.38,0.51,0.62,0.90,0.23,283.64
196,1151,0.02,0.30,0.52,0.11,0.42,0.54,0.62,0.90,0.21,285.38
197,1156,0.01,0.30,0.51,0.12,0.42,0.55,0.63,0.93,0.20,287.13
198,1160,0.02,0.32,0.55,0.12,0.39,0.50,0.56,0.86,0.22,288.77
199,1151,0.02,0.31,0.52,0.11,0.41,0.53,0.62,0.94,0.20,290.53
200,1153,0.02,0.33,0.53,0.01,0.39,0.51,0.58,0.96,0.22,292.29
201,1150,0.01,0.31,0.52,0.01,0.39,0.52,0.63,0.96,0.20,294.08
202,1147,0.01,0.33,0.55,0.01,0.40,0.53,0.62,0.94,0.21,295.85
203,1151,0.01,0.34,0.53,0.01,0.41,0.54,0.60,1.00,0.22,297.66
204,1141,0.01,0.32,0.52,0.01,0.35,0.48,0.60,0.98,0.20,299.45
205,1154,0.01,0.31,0.52,0.07,0.40,0.51,0.68,0.95,0.24,301.32
206,1157,0.01,0.34,0.53,0.01,0.40,0.52,0.65,0.99,0.22,303.18
207,1151,0.02,0.31,0.51,0.01,0.39,0.49,0.60,1.12,0.23,305.13
208,1159,0.01,0.37,0.57,0.01,0.41,0.53,0.66,1.07,0.23,307.09
209,1150,0.01,0.33,0.53,0.01,0.41,0.53,0.62,1.11,0.22,309.03
210,1155,0.01,0.33,0.54,0.02,0.44,0.55,0.66,1.06,0.24,310.99
211,1158,0.01,0.33,0.54,0.13,0.42,0.54,0.69,1.06,0.25,313.00
212,1156,0.01,0.33,0.52,0.14,0.42,0.53,0.61,1.08,0.24,314.92
213,1152,0.01,0.35,0.53,0.13,0.43,0.55,0.63,1.03,0.23,316.81
214,1149,0.01,0.35,0.54,0.13,0.39,0.50,0.62,1.06,0.23,318.73
215,1149,0.01,0.33,0.53,0.01,0.38,0.51,0.64,1.10,0.23,320.69
216,1156,0.01,0.34,0.55,0.01,0.43,0.57,0.65,1.03,0.24,322.62
217,1152,0.01,0.33,0.53,0.01,0.41,0.54,0.66,1.03,0.24,324.56
218,1141,0.01,0.32,0.53,0.13,0.41,0.56,0.63,1.02,0.22,326.43
219,1143,0.01,0.32,0.53,0.13,0.39,0.52,0.60,1.05,0.22,328.30
220,1154,0.01,0.34,0.54,0.15,0.42,0.54,0.61,1.00,0.23,330.14
221,1156,0.00,0.32,0.53,0.14,0.41,0.55,0.64,1.02,0.24,332.04
222,1157,0.01,0.34,0.55,0.14,0.39,0.50,0.62,1.00,0.23,333.89
223,1160,0.02,0.34,0.55,0.09,0.38,0.51,0.62,1.03,0.24,335.78
224,1159,0.01,0.32,0.55,0.11,0.39,0.53,0.63,0.94,0.24,337.58
225,1148,0.01,0.33,0.55,0.13,0.39,0.54,0.68,1.01,0.22,339.49
226,1158,0.01,0.32,0.54,0.12,0.42,0.55,0.61,1.00,0.24,341.34
227,1158,0.02,0.32,0.54,0.12,0.40,0.52,0.61,0.95,0.24,343.14
228,1152,0.01,0.33,0.57,0.16,0.40,0.55,0.65,0.88,0.23,344.90
229,1150,0.01,0.30,0.54,0.11,0.37,0.51,0.61,1.00,0.24,346.74
230,1158,0.01,0.33,0.54,0.10,0.42,0.56,0.65,1.03,0.25,348.67
231,1159,0.02,0.35,0.56,0.15,0.40,0.54,0.60,1.04,0.22,350.53
232,1160,0.01,0.34,0.56,0.13,0.41,0.54,0.62,1.01,0.24,352.39
233,1144,0.02,0.33,0.54,0.13,0.38,0.49,0.60,1.09,0.21,354.30
234,1148,0.01,0.33,0.54,0.18,0.42,0.55,0.57,1.01,0.22,356.10
235,1144,0.01,0.33,0.54,0.13,0.40,0.51,0.66,1.15,0.22,358.13
236,1150,0.01,0.33,0.54,0.01,0.43,0.56,0.54,1.02,0.23,359.92
237,1153,0.01,0.33,0.54,0.01,0.42,0.56,0.60,1.03,0.24,361.80
238,1152,0.01,0.33,0.54,0.01,0.39,0.51,0.67,1.03,0.22,363.72
239,1156,0.01,0.34,0.54,0.01,0.39,0.51,0.63,1.02,0.23,365.60
240,1152,0.01,0.32,0.54,0.01,0.40,0.51,0.73,0.99,0.23,367.55
241,1153,0.01,0.33,0.54,0.01,0.41,0.54,0.58,1.05,0.25,369.42
242,1151,0.01,0.32,0.54,0.01,0.38,0.51,0.63,1.01,0.22,371.28
243,1149,0.01,0.35,0.56,0.15,0.42,0.55,0.64,0.97,0.22,373.13
244,1154,0.01,0.30,0.54,0.15,0.38,0.51,0.65,0.93,0.23,374.94
245,1155,0.01,0.31,0.53,0.13,0.42,0.55,0.68,1.03,0.27,376.92
246,1162,0.01,0.33,0.54,0.02,0.42,0.55,0.69,1.02,0.24,378.88
247,1158,0.01,0.32,0.52,0.02,0.42,0.55,0.66,1.01,0.24,380.79
248,1145,0.01,0.33,0.54,0.02,0.38,0.50,0.65,0.97,0.22,382.63
249,1155,0.01,0.32,0.53,0.01,0.40,0.53,0.60,0.95,0.22,384.41
250,1156,0.02,0.33,0.54,0.01,0.40,0.53,0.64,0.97,0.23,386.24
251,1155,0.02,0.32,0.53,0.01,0.41,0.52,0.64,1.02,0.24,388.15
252,1151,0.01,0.29,0.53,0.01,0.41,0.54,0.64,0.98,0.22,389.98
253,1158,0.02,0.29,0.53,0.01,0.40,0.52,0.60,0.97,0.25,391.80
254,1155,0.02,0.31,0.53,0.14,0.38,0.49,0.66,0.93,0.24,393.62
255,1154,0.01,0.32,0.53,0.15,0.41,0.54,0.67,0.98,0.23,395.50
256,1148,0.01,0.32,0.56,0.15,0.42,0.54,0.56,0.92,0.22,397.21
257,1156,0.01,0.32,0.54,0.15,0.43,0.53,0.64,0.98,0.25,399.07
258,1158,0.01,0.34,0.53,0.00,0.38,0.50,0.64,1.05,0.24,401.01
259,1151,0.01,0.33,0.52,0.01,0.43,0.54,0.60,1.04,0.22,402.88
260,1152,0.02,0.33,0.54,0.01,0.44,0.58,0.56,0.99,0.23,404.66
261,1162,0.01,0.35,0.55,0.01,0.41,0.54,0.60,1.08,0.26,406.60
262,1157,0.02,0.33,0.53,0.00,0.41,0.54,0.61,1.11,0.24,408.56
263,1150,0.01,0.33,0.53,0.01,0.41,0.54,0.64,1.06,0.22,410.48
264,1156,0.01,0.34,0.54,0.01,0.43,0.55,0.66,1.05,0.24,412.42
265,1155,0.01,0.33,0.53,0.01,0.41,0.54,0.64,1.05,0.23,414.34
266,1152,0.01,0.33,0.53,0.01,0.41,0.51,0.61,1.01,0.27,416.23
267,1148,0.01,0.34,0.54,0.13,0.43,0.54,0.62,1.08,0.24,418.18
268,1147,0.01,0.33,0.53,0.16,0.41,0.51,0.62,1.08,0.23,420.11
269,1150,0.01,0.36,0.54,0.15,0.43,0.53,0.67,1.06,0.24,422.08
270,1162,0.01,0.35,0.53,0.14,0.42,0.53,0.70,1.07,0.24,424.09
271,1161,0.01,0.35,0.55,0.15,0.41,0.53,0.65,1.03,0.26,426.02
272,1163,0.02,0.33,0.53,0.19,0.43,0.53,0.68,1.15,0.27,428.12
273,1152,0.01,0.36,0.53,0.19,0.43,0.54,0.66,1.11,0.23,430.12
274,1164,0.01,0.34,0.54,0.10,0.44,0.55,0.65,1.06,0.25,432.08
275,1155,0.01,0.34,0.53,0.10,0.41,0.53,0.65,1.05,0.24,434.01
276,1153,0.01,0.33,0.53,0.17,0.41,0.53,0.64,1.03,0.23,435.92
277,1153,0.02,0.33,0.53,0.03,0.40,0.51,0.66,1.02,0.24,437.84
278,1162,0.01,0.35,0.53,0.02,0.41,0.55,0.64,1.08,0.25,439.82
279,1173,0.01,0.32,0.53,0.14,0.43,0.55,0.62,1.08,0.28,441.80
280,1156,0.01,0.35,0.55,0.20,0.44,0.56,0.67,1.07,0.24,443.78
281,1151,0.02,0.33,0.54,0.18,0.43,0.56,0.61,1.10,0.24,445.73
282,1165,0.01,0.36,0.57,0.17,0.43,0.56,0.64,1.11,0.25,447.74
283,1154,0.01,0.34,0.55,0.13,0.40,0.52,0.62,1.09,0.23,449.68
284,1148,0.01,0.34,0.55,0.11,0.42,0.54,0.64,1.02,0.23,451.57
285,1149,0.01,0.34,0.54,0.10,0.41,0.52,0.61,1.08,0.23,453.50
286,1153,0.01,0.34,0.56,0.16,0.45,0.58,0.62,0.98,0.24,455.34
287,1153,0.01,0.33,0.54,0.15,0.42,0.55,0.58,1.03,0.25,457.20
288,1148,0.01,0.32,0.54,0.13,0.40,0.53,0.66,1.05,0.22,459.13
289,1156,0.01,0.34,0.56,0.02,0.42,0.55,0.61,1.01,0.24,460.99
290,1153,0.01,0.34,0.55,0.02,0.42,0.54,0.65,1.03,0.23,462.89
291,1153,0.01,0.32,0.53,0.02,0.42,0.56,0.59,1.05,0.22,464.76
292,1155,0.01,0.34,0.56,0.13,0.42,0.52,0.61,1.02,0.25,466.64
293,1155,0.01,0.34,0.56,0.02,0.43,0.56,0.63,1.01,0.24,468.51
294,1156,0.01,0.36,0.57,0.02,0.43,0.54,0.67,1.09,0.24,470.51
295,1153,0.01,0.34,0.55,0.02,0.41,0.54,0.66,1.09,0.24,472.50
296,1151,0.02,0.34,0.56,0.03,0.41,0.54,0.66,1.05,0.24,474.45
297,1155,0.01,0.34,0.55,0.03,0.43,0.54,0.60,1.09,0.25,476.39
298,1155,0.01,0.33,0.55,0.02,0.41,0.51,0.65,1.09,0.25,478.38
299,1153,0.02,0.34,0.55,0.03,0.44,0.55,0.61,1.07,0.24,480.31
300,1160,0.01,0.34,0.55,0.03,0.45,0.56,0.60,1.10,0.25,482.26
301,1149,0.01,0.34,0.55,0.02,0.42,0.54,0.66,1.03,0.24,484.19
302,1148,0.01,0.35,0.55,0.02,0.42,0.54,0.59,0.99,0.24,486.01
303,1155,0.01,0.34,0.55,0.03,0.39,0.51,0.60,1.14,0.25,488.00
304,1150,0.01,0.31,0.54,0.02,0.42,0.55,0.63,1.07,0.26,489.96
305,1157,0.02,0.33,0.54,0.03,0.41,0.55,0.62,1.10,0.26,491.94
306,1155,0.01,0.33,0.54,0.02,0.40,0.52,0.65,1.07,0.24,493.90
307,1158,0.01,0.33,0.54,0.02,0.41,0.53,0.63,1.02,0.24,495.79
