Gen,NbVert,T_Min,T_Avg,T_Max,V_Min,V_Avg,V_Max,T_mutat,T_eval,T_valid,T_total
37,1102,0.01,0.23,0.38,0.08,0.30,0.43,0.55,0.60,0.14,61.70
38,1095,0.02,0.22,0.38,0.08,0.29,0.38,0.81,0.72,0.22,63.44
39,1107,0.02,0.25,0.42,0.02,0.27,0.38,1.04,1.05,0.24,65.77
40,1105,0.01,0.23,0.39,0.02,0.27,0.38,0.66,0.70,0.12,67.25
41,1105,0.01,0.23,0.40,0.02,0.29,0.41,0.65,0.89,0.16,68.95
42,1105,0.01,0.23,0.43,0.02,0.30,0.42,1.08,1.07,0.24,71.33
43,1109,0.01,0.24,0.42,0.02,0.29,0.40,0.74,0.42,0.22,72.72
44,1108,0.01,0.24,0.41,0.04,0.29,0.39,0.58,1.10,0.33,74.74
45,1099,0.02,0.24,0.40,0.03,0.30,0.42,1.10,1.40,0.15,77.39
46,1115,0.01,0.23,0.40,0.03,0.29,0.38,0.69,0.55,0.15,78.78
47,1104,0.01,0.24,0.41,0.08,0.30,0.43,0.84,0.90,0.31,80.82
48,1104,0.01,0.23,0.41,0.09,0.28,0.37,1.27,0.88,0.14,83.12
49,1103,0.01,0.25,0.42,0.05,0.28,0.39,0.61,0.51,0.25,84.48
50,1105,0.01,0.25,0.42,0.03,0.28,0.39,0.96,1.08,0.34,86.86
51,1104,0.01,0.23,0.41,0.04,0.27,0.37,1.19,0.47,0.26,88.78
52,1107,0.01,0.24,0.41,0.03,0.29,0.40,0.61,0.80,0.22,90.41
53,1117,0.02,0.23,0.40,0.03,0.30,0.41,0.87,1.11,0.27,92.66
54,1107,0.01,0.23,0.40,0.03,0.31,0.43,0.63,0.71,0.14,94.15
55,1105,0.01,0.24,0.41,0.04,0.31,0.41,0.96,0.52,0.25,95.87
56,1114,0.01,0.25,0.42,0.04,0.31,0.43,1.05,1.08,0.13,98.13
57,1112,0.02,0.25,0.45,0.02,0.29,0.41,0.70,0.44,0.25,99.52
58,1119,0.01,0.25,0.46,0.02,0.30,0.41,0.72,0.51,0.25,101.00
59,1121,0.01,0.27,0.47,0.02,0.29,0.40,1.03,1.18,0.15,103.36
60,1111,0.01,0.26,0.45,0.03,0.28,0.40,0.67,0.49,0.19,104.71
61,1111,0.01,0.26,0.46,0.02,0.30,0.43,0.84,1.02,0.26,106.84
62,1104,0.01,0.26,0.46,0.02,0.32,0.46,1.22,0.72,0.12,108.90
63,1117,0.01,0.24,0.46,0.02,0.31,0.40,0.79,0.48,0.26,110.43
64,1111,0.01,0.25,0.44,0.01,0.30,0.41,0.93,1.09,0.25,112.70
65,1107,0.01,0.25,0.44,0.08,0.31,0.43,1.22,0.49,0.15,114.55
66,1118,0.01,0.24,0.46,0.09,0.33,0.46,0.62,0.65,0.25,116.08
67,1114,0.02,0.26,0.46,0.01,0.33,0.44,0.86,0.91,0.26,118.10
68,1118,0.02,0.25,0.46,0.02,0.32,0.43,1.06,0.79,0.13,120.09
69,1118,0.01,0.26,0.44,0.02,0.31,0.41,0.74,0.48,0.43,121.74
70,1117,0.01,0.26,0.44,0.02,0.32,0.43,0.74,0.99,0.27,123.74
71,1118,0.01,0.26,0.45,0.02,0.30,0.41,1.17,0.76,0.14,125.81
72,1119,0.01,0.28,0.50,0.02,0.32,0.45,0.78,0.63,0.27,127.49
73,1118,0.01,0.26,0.46,0.03,0.31,0.44,1.00,1.38,0.29,130.15
74,1106,0.02,0.27,0.47,0.02,0.32,0.42,0.98,0.52,0.25,131.91
75,1117,0.02,0.28,0.47,0.04,0.32,0.42,0.75,1.01,0.13,133.80
76,1113,0.01,0.28,0.45,0.04,0.34,0.45,0.88,1.52,0.29,136.49
77,1119,0.01,0.29,0.46,0.01,0.33,0.43,0.68,0.84,0.19,138.21
78,1110,0.01,0.28,0.45,0.02,0.30,0.40,0.85,0.77,0.27,140.09
79,1107,0.02,0.28,0.46,0.02,0.31,0.42,1.27,1.29,0.14,142.79
80,1114,0.01,0.31,0.48,0.02,0.33,0.46,0.72,0.63,0.27,144.41
81,1113,0.01,0.28,0.45,0.02,0.34,0.45,0.94,1.09,0.26,146.71
82,1111,0.02,0.26,0.46,0.09,0.32,0.43,0.94,1.04,0.16,148.84
83,1114,0.02,0.31,0.48,0.02,0.33,0.45,0.70,0.68,0.16,150.39
84,1118,0.02,0.29,0.46,0.02,0.32,0.44,0.94,0.65,0.29,152.27
85,1120,0.02,0.30,0.46,0.02,0.32,0.45,1.22,1.36,0.15,154.99
86,1130,0.01,0.29,0.46,0.08,0.32,0.44,0.81,0.71,0.29,156.80
87,1127,0.01,0.29,0.46,0.11,0.30,0.43,1.15,1.29,0.30,159.54
88,1128,0.02,0.28,0.46,0.02,0.31,0.42,0.80,0.79,0.15,161.27
89,1124,0.01,0.29,0.48,0.09,0.33,0.46,0.96,0.80,0.29,163.32
90,1129,0.01,0.29,0.46,0.09,0.35,0.48,0.92,1.34,0.15,165.73
91,1108,0.01,0.26,0.46,0.08,0.32,0.43,0.76,0.58,0.27,167.34
92,1120,0.01,0.28,0.46,0.10,0.33,0.45,0.83,1.39,0.32,169.88
93,1116,0.01,0.26,0.46,0.08,0.31,0.42,1.22,0.66,0.15,171.91
94,1110,0.01,0.27,0.46,0.10,0.32,0.43,0.60,0.66,0.27,173.44
95,1115,0.01,0.26,0.46,0.09,0.34,0.45,0.85,0.96,0.26,175.52
96,1124,0.01,0.30,0.48,0.02,0.36,0.47,1.12,1.11,0.15,177.89
97,1122,0.02,0.27,0.46,0.02,0.33,0.44,0.72,0.67,0.27,179.56
98,1121,0.01,0.30,0.48,0.02,0.32,0.46,0.92,1.44,0.39,182.31
99,1118,0.01,0.27,0.45,0.02,0.31,0.42,0.91,0.76,0.14,184.12
100,1129,0.01,0.27,0.45,0.02,0.31,0.43,0.76,1.04,0.20,186.11
101,1117,0.01,0.27,0.45,0.02,0.32,0.43,1.07,1.41,0.27,188.87
102,1117,0.01,0.27,0.45,0.02,0.31,0.44,0.61,0.78,0.15,190.42
103,1108,0.01,0.27,0.45,0.02,0.34,0.46,0.77,1.01,0.34,192.55
104,1117,0.01,0.28,0.45,0.02,0.33,0.43,1.26,1.20,0.18,195.20
105,1123,0.01,0.27,0.45,0.02,0.33,0.45,0.72,0.79,0.32,197.02
106,1109,0.02,0.29,0.47,0.02,0.32,0.45,1.09,1.25,0.29,199.65
107,1127,0.01,0.27,0.45,0.03,0.33,0.46,0.68,0.77,0.18,201.29
108,1136,0.01,0.28,0.46,0.02,0.30,0.44,0.78,1.11,0.32,203.50
109,1126,0.01,0.29,0.46,0.02,0.32,0.44,1.05,1.38,0.15,206.09
110,1132,0.01,0.28,0.46,0.02,0.31,0.43,0.73,0.71,0.32,207.85
111,1144,0.01,0.28,0.45,0.02,0.31,0.42,0.88,1.15,0.28,210.16
112,1138,0.01,0.30,0.46,0.02,0.30,0.43,1.05,1.15,0.15,212.51
113,1139,0.01,0.30,0.46,0.02,0.31,0.42,0.65,0.80,0.17,214.13
114,1133,0.01,0.29,0.46,0.02,0.32,0.44,0.77,1.06,0.31,216.27
115,1138,0.01,0.31,0.48,0.02,0.33,0.48,1.17,1.23,0.17,218.84
116,1131,0.02,0.27,0.46,0.02,0.32,0.43,0.69,0.97,0.29,220.79
117,1131,0.01,0.31,0.48,0.02,0.34,0.48,1.16,1.59,0.30,223.84
118,1133,0.01,0.29,0.46,0.02,0.32,0.44,0.70,0.70,0.25,225.48
119,1126,0.01,0.29,0.46,0.03,0.33,0.44,0.68,1.13,0.31,227.60
120,1128,0.01,0.28,0.46,0.02,0.36,0.50,1.01,1.65,0.19,230.45
121,1132,0.01,0.30,0.46,0.09,0.33,0.46,0.62,0.84,0.25,232.16
122,1131,0.01,0.30,0.46,0.09,0.34,0.46,0.76,0.91,0.30,234.14
123,1130,0.01,0.29,0.46,0.12,0.33,0.45,0.96,1.56,0.17,236.83
124,1137,0.02,0.28,0.45,0.09,0.34,0.45,0.71,0.72,0.33,238.59
125,1137,0.02,0.30,0.46,0.10,0.32,0.43,0.62,1.62,0.34,241.16
126,1126,0.02,0.28,0.46,0.08,0.34,0.48,1.10,0.68,0.25,243.18
127,1140,0.02,0.29,0.46,0.10,0.34,0.48,0.73,1.23,0.33,245.47
128,1132,0.01,0.30,0.46,0.08,0.33,0.46,1.18,1.43,0.21,248.29
129,1136,0.01,0.28,0.46,0.09,0.36,0.48,0.70,0.81,0.35,250.13
130,1127,0.01,0.28,0.46,0.09,0.33,0.45,0.75,0.80,0.30,251.99
131,1139,0.02,0.28,0.46,0.10,0.34,0.46,1.34,1.25,0.16,254.75
132,1134,0.01,0.30,0.48,0.09,0.35,0.47,0.65,0.93,0.30,256.62
133,1131,0.02,0.29,0.48,0.10,0.32,0.45,0.96,1.65,0.32,259.55
134,1127,0.01,0.27,0.47,0.11,0.37,0.49,0.62,0.89,0.16,261.22
135,1122,0.01,0.30,0.47,0.10,0.34,0.47,1.06,0.81,0.30,263.39
136,1131,0.01,0.29,0.50,0.10,0.34,0.48,1.15,1.57,0.17,266.27
137,1135,0.01,0.27,0.47,0.10,0.34,0.47,0.84,0.74,0.35,268.20
138,1126,0.01,0.27,0.47,0.09,0.33,0.45,0.87,1.51,0.33,270.90
139,1126,0.01,0.28,0.47,0.10,0.35,0.48,1.14,0.64,0.33,273.01
140,1133,0.02,0.28,0.47,0.02,0.34,0.47,0.61,1.28,0.34,275.24
141,1123,0.01,0.28,0.47,0.02,0.35,0.48,0.96,1.89,0.20,278.30
142,1122,0.01,0.28,0.47,0.02,0.33,0.46,0.74,0.73,0.30,280.07
143,1126,0.01,0.29,0.47,0.02,0.31,0.43,0.77,1.86,0.35,283.06
144,1132,0.02,0.28,0.47,0.03,0.34,0.48,0.81,0.88,0.17,284.92
145,1122,0.01,0.28,0.47,0.02,0.32,0.44,1.09,0.82,0.36,287.19
146,1128,0.01,0.29,0.47,0.02,0.34,0.48,1.19,1.51,0.15,290.04
147,1125,0.01,0.29,0.49,0.11,0.34,0.46,0.83,0.80,0.32,291.99
148,1128,0.01,0.28,0.46,0.10,0.33,0.44,0.79,1.40,0.33,294.51
149,1128,0.01,0.30,0.48,0.09,0.33,0.46,0.92,1.13,0.19,296.75
150,1138,0.02,0.29,0.47,0.12,0.33,0.47,0.69,1.10,0.26,298.81
151,1134,0.02,0.30,0.47,0.11,0.33,0.46,0.93,1.67,0.35,301.76
152,1130,0.02,0.29,0.47,0.09,0.36,0.51,0.70,0.95,0.16,303.58
153,1133,0.01,0.29,0.48,0.13,0.33,0.46,0.90,0.98,0.32,305.77
154,1131,0.02,0.29,0.50,0.11,0.35,0.51,1.25,1.31,0.29,308.63
155,1133,0.01,0.27,0.47,0.11,0.33,0.47,0.57,0.94,0.16,310.29
156,1127,0.01,0.29,0.49,0.10,0.33,0.46,0.98,0.99,0.31,312.58
157,1137,0.01,0.26,0.47,0.10,0.34,0.46,1.03,1.54,0.18,315.33
158,1129,0.01,0.28,0.48,0.12,0.35,0.50,0.66,0.75,0.33,317.07
159,1131,0.01,0.28,0.47,0.10,0.33,0.45,0.95,1.86,0.37,320.25
160,1131,0.01,0.29,0.48,0.02,0.34,0.49,0.73,0.79,0.22,321.99
161,1129,0.01,0.27,0.47,0.02,0.34,0.50,0.63,1.14,0.33,324.08
162,1138,0.02,0.29,0.48,0.02,0.35,0.51,1.26,1.66,0.17,327.17
163,1141,0.01,0.26,0.46,0.02,0.34,0.47,0.83,0.80,0.45,329.26
164,1138,0.01,0.28,0.46,0.03,0.34,0.46,0.98,1.74,0.37,332.34
165,1129,0.01,0.29,0.48,0.03,0.35,0.49,0.69,0.85,0.17,334.05
166,1145,0.01,0.29,0.49,0.09,0.35,0.48,0.83,0.94,0.37,336.19
167,1141,0.01,0.29,0.47,0.07,0.35,0.47,0.95,1.52,0.31,338.97
168,1135,0.01,0.32,0.50,0.10,0.37,0.50,0.63,0.98,0.24,340.83
169,1143,0.01,0.29,0.48,0.08,0.37,0.51,0.77,1.53,0.37,343.50
170,1144,0.01,0.32,0.49,0.02,0.35,0.49,1.03,1.13,0.32,345.97
171,1147,0.01,0.31,0.49,0.02,0.37,0.51,0.68,1.55,0.37,348.57
172,1151,0.01,0.31,0.48,0.02,0.35,0.48,0.98,1.75,0.24,351.55
173,1143,0.01,0.31,0.48,0.02,0.36,0.50,0.74,1.06,0.27,353.61
174,1145,0.02,0.30,0.47,0.02,0.33,0.43,1.03,1.76,0.35,356.76
175,1147,0.02,0.29,0.47,0.02,0.38,0.52,0.72,1.03,0.18,358.69
176,1140,0.01,0.31,0.49,0.09,0.33,0.44,0.91,1.03,0.35,360.97
177,1150,0.02,0.31,0.48,0.10,0.36,0.49,1.06,1.63,0.18,363.85
178,1153,0.01,0.28,0.48,0.10,0.34,0.46,0.65,1.03,0.36,365.90
179,1139,0.01,0.28,0.46,0.11,0.34,0.45,1.00,1.81,0.35,369.06
180,1139,0.01,0.28,0.48,0.10,0.38,0.52,0.63,0.99,0.17,370.85
181,1134,0.01,0.29,0.48,0.10,0.35,0.48,0.99,1.06,0.35,373.24
182,1134,0.01,0.32,0.51,0.02,0.34,0.47,1.01,1.67,0.20,376.11
183,1146,0.02,0.28,0.48,0.02,0.36,0.50,0.72,0.86,0.37,378.06
184,1145,0.02,0.31,0.49,0.11,0.36,0.49,0.91,1.81,0.37,381.15
185,1143,0.01,0.28,0.47,0.11,0.36,0.48,1.09,0.86,0.20,383.30
186,1137,0.01,0.31,0.49,0.02,0.36,0.49,0.97,1.24,0.34,385.85
187,1130,0.01,0.29,0.48,0.02,0.37,0.53,0.89,1.55,0.17,388.45
188,1142,0.01,0.28,0.48,0.02,0.35,0.50,0.72,0.88,0.37,390.42
189,1146,0.01,0.28,0.47,0.02,0.35,0.48,1.05,1.59,0.37,393.42
190,1142,0.01,0.30,0.50,0.02,0.34,0.46,0.90,0.79,0.25,395.36
191,1150,0.01,0.29,0.48,0.11,0.34,0.46,0.67,1.26,0.40,397.70
192,1135,0.01,0.31,0.49,0.09,0.36,0.48,1.09,1.68,0.18,400.66
193,1141,0.01,0.29,0.48,0.10,0.35,0.47,0.65,1.15,0.26,402.71
194,1132,0.01,0.31,0.49,0.10,0.33,0.45,1.04,1.84,0.29,405.88
195,1142,0.01,0.28,0.48,0.09,0.36,0.50,0.75,1.11,0.37,408.11
196,1142,0.02,0.28,0.48,0.10,0.35,0.47,1.04,1.77,0.31,411.24
197,1139,0.01,0.28,0.48,0.09,0.34,0.48,0.93,0.80,0.27,413.25
198,1142,0.01,0.29,0.48,0.10,0.33,0.46,0.64,1.33,0.39,415.61
199,1141,0.02,0.30,0.50,0.10,0.35,0.47,1.22,1.80,0.23,418.86
200,1143,0.01,0.29,0.47,0.11,0.34,0.48,0.92,0.98,0.38,421.14
201,1142,0.01,0.28,0.48,0.12,0.33,0.46,1.19,1.75,0.40,424.47
202,1135,0.01,0.28,0.49,0.10,0.34,0.48,0.67,0.93,0.19,426.27
203,1139,0.01,0.29,0.49,0.11,0.34,0.46,0.93,1.12,0.38,428.70
204,1142,0.01,0.29,0.49,0.10,0.34,0.45,1.17,1.67,0.20,431.74
205,1146,0.01,0.29,0.48,0.10,0.33,0.46,0.70,1.34,0.35,434.13
206,1142,0.01,0.31,0.49,0.12,0.35,0.47,1.19,1.95,0.25,437.53
207,1136,0.01,0.31,0.50,0.10,0.34,0.47,0.65,1.08,0.29,439.55
208,1146,0.02,0.28,0.47,0.11,0.35,0.47,0.82,1.37,0.39,442.13
209,1140,0.01,0.30,0.48,0.11,0.35,0.47,0.98,1.63,0.25,444.98
210,1140,0.01,0.30,0.48,0.10,0.35,0.47,0.65,1.39,0.24,447.26
211,1140,0.01,0.29,0.48,0.11,0.36,0.50,0.92,1.97,0.40,450.54
212,1133,0.02,0.28,0.48,0.09,0.36,0.48,0.69,1.14,0.20,452.57
213,1127,0.01,0.29,0.48,0.11,0.36,0.49,0.91,1.11,0.44,455.03
214,1132,0.02,0.29,0.48,0.10,0.33,0.46,1.10,1.69,0.18,458.01
215,1132,0.02,0.29,0.48,0.12,0.34,0.46,0.60,0.93,0.38,459.92
216,1137,0.01,0.31,0.53,0.11,0.38,0.50,0.93,1.76,0.42,463.04
217,1135,0.01,0.30,0.50,0.10,0.37,0.50,1.05,0.95,0.28,465.32
218,1143,0.01,0.29,0.50,0.12,0.35,0.48,0.76,1.41,0.43,467.92
219,1135,0.01,0.30,0.49,0.02,0.36,0.49,1.03,1.88,0.20,471.04
220,1145,0.01,0.29,0.49,0.02,0.37,0.51,0.81,0.98,0.43,473.26
221,1139,0.01,0.31,0.53,0.02,0.35,0.50,1.12,1.90,0.45,476.72
222,1131,0.01,0.28,0.49,0.02,0.33,0.44,0.75,0.98,0.20,478.65
223,1126,0.02,0.30,0.51,0.02,0.36,0.50,1.10,1.15,0.39,481.30
224,1137,0.01,0.29,0.50,0.10,0.36,0.51,1.31,1.63,0.24,484.47
225,1136,0.01,0.31,0.52,0.10,0.34,0.50,0.65,1.51,0.39,487.02
226,1144,0.01,0.28,0.49,0.11,0.37,0.51,1.08,1.72,0.32,490.15
227,1141,0.01,0.29,0.49,0.13,0.36,0.50,0.65,1.15,0.22,492.16
228,1142,0.01,0.28,0.49,0.12,0.35,0.49,0.70,1.26,0.30,494.43
229,1138,0.01,0.28,0.49,0.10,0.35,0.48,0.68,1.23,0.37,496.71
230,1142,0.01,0.29,0.50,0.11,0.35,0.49,0.68,1.39,0.31,499.09
231,1142,0.01,0.30,0.50,0.11,0.36,0.50,0.75,1.22,0.40,501.46
232,1132,0.02,0.29,0.50,0.12,0.35,0.49,0.78,1.34,0.38,503.97
233,1138,0.02,0.29,0.49,0.13,0.34,0.47,0.62,1.39,0.23,506.21
234,1142,0.01,0.30,0.49,0.13,0.35,0.48,0.71,1.04,0.37,508.33
235,1146,0.02,0.28,0.49,0.12,0.35,0.49,0.82,0.90,0.30,510.36
236,1139,0.01,0.29,0.49,0.12,0.34,0.48,0.69,1.21,0.19,512.45
237,1137,0.02,0.27,0.49,0.11,0.34,0.45,0.63,1.32,0.43,514.83
238,1137,0.01,0.33,0.52,0.12,0.33,0.44,0.63,1.12,0.22,516.80
239,1137,0.02,0.29,0.49,0.11,0.33,0.46,0.81,0.90,0.34,518.85
240,1135,0.01,0.28,0.49,0.11,0.36,0.50,0.99,0.97,0.30,521.12
241,1136,0.01,0.30,0.50,0.11,0.34,0.48,0.92,1.26,0.20,523.49
242,1137,0.01,0.31,0.50,0.13,0.35,0.48,0.77,1.43,0.19,525.88
243,1135,0.01,0.30,0.49,0.11,0.35,0.48,0.93,1.41,0.23,528.44
244,1134,0.01,0.30,0.49,0.11,0.34,0.46,0.81,1.67,0.21,531.13
245,1150,0.01,0.30,0.49,0.10,0.33,0.44,0.70,1.60,0.41,533.85
246,1134,0.02,0.29,0.49,0.11,0.35,0.48,0.65,1.30,0.21,536.01
247,1132,0.01,0.30,0.51,0.11,0.38,0.53,0.91,0.85,0.23,538.01
248,1139,0.02,0.29,0.49,0.12,0.34,0.45,0.72,1.45,0.22,540.40
249,1133,0.01,0.32,0.50,0.10,0.33,0.47,0.95,1.61,0.19,543.16
250,1141,0.01,0.32,0.50,0.02,0.33,0.47,0.64,1.44,0.61,545.85
251,1141,0.01,0.29,0.49,0.02,0.35,0.52,0.58,1.35,0.59,548.37
252,1142,0.01,0.29,0.49,0.02,0.34,0.47,0.73,1.09,0.21,550.41
253,1155,0.02,0.29,0.49,0.01,0.33,0.44,1.03,0.95,0.31,552.69
254,1146,0.02,0.32,0.51,0.02,0.33,0.46,0.73,1.47,0.20,555.09
255,1136,0.01,0.30,0.49,0.01,0.34,0.47,0.70,1.36,0.45,557.61
256,1147,0.01,0.33,0.53,0.12,0.35,0.49,0.69,1.03,0.27,559.59
257,1145,0.01,0.29,0.50,0.11,0.37,0.52,0.78,1.64,0.27,562.28
258,1147,0.01,0.30,0.50,0.04,0.36,0.52,0.74,2.07,0.23,565.32
259,1134,0.01,0.29,0.50,0.04,0.38,0.53,0.61,1.32,0.21,567.45
260,1139,0.01,0.28,0.49,0.11,0.39,0.55,1.04,1.02,0.29,569.80
261,1142,0.01,0.29,0.50,0.13,0.35,0.48,0.76,1.39,0.49,572.44
262,1146,0.01,0.30,0.49,0.08,0.36,0.49,0.76,0.99,0.50,574.69
263,1140,0.01,0.30,0.50,0.03,0.36,0.49,1.00,1.06,0.27,577.01
264,1134,0.01,0.30,0.49,0.03,0.38,0.50,0.80,1.63,0.35,579.79
265,1136,0.01,0.30,0.49,0.03,0.36,0.48,0.74,0.95,0.53,582.02
266,1138,0.01,0.29,0.49,0.04,0.35,0.48,0.99,1.20,0.22,584.44
267,1126,0.02,0.32,0.51,0.03,0.35,0.48,0.54,1.08,0.42,586.47
268,1131,0.01,0.30,0.49,0.03,0.35,0.48,1.04,1.21,0.20,588.92
269,1132,0.01,0.31,0.49,0.03,0.35,0.48,0.99,1.53,0.41,591.85
270,1124,0.01,0.31,0.51,0.09,0.34,0.46,0.66,1.21,0.32,594.04
271,1131,0.01,0.30,0.50,0.02,0.36,0.49,0.85,1.29,0.20,596.39
272,1135,0.01,0.30,0.50,0.10,0.37,0.51,0.62,1.61,0.44,599.06
273,1140,0.01,0.33,0.52,0.10,0.34,0.46,0.92,1.08,0.25,601.31
274,1128,0.01,0.30,0.51,0.11,0.35,0.47,0.79,1.61,0.32,604.03
275,1138,0.01,0.29,0.50,0.10,0.38,0.51,0.82,1.12,0.38,606.35
276,1136,0.02,0.30,0.50,0.11,0.35,0.49,1.09,1.24,0.20,608.88
277,1145,0.01,0.30,0.50,0.10,0.35,0.48,0.66,1.42,0.46,611.42
278,1134,0.01,0.29,0.50,0.10,0.37,0.52,1.01,0.96,0.20,613.59
279,1140,0.02,0.28,0.50,0.09,0.36,0.50,0.94,1.36,0.45,616.34
280,1142,0.01,0.29,0.51,0.12,0.37,0.52,0.77,1.07,0.33,618.51
281,1145,0.02,0.29,0.50,0.03,0.36,0.50,1.13,1.38,0.33,621.36
282,1138,0.01,0.30,0.50,0.03,0.35,0.48,0.78,1.51,0.45,624.09
283,1140,0.01,0.30,0.51,0.04,0.36,0.50,0.87,0.97,0.21,626.15
284,1140,0.01,0.30,0.50,0.04,0.34,0.48,0.67,1.60,0.37,628.78
285,1138,0.01,0.30,0.50,0.04,0.37,0.50,1.02,1.13,0.34,631.28
286,1141,0.01,0.30,0.50,0.04,0.38,0.53,0.79,1.63,0.47,634.17
287,1130,0.01,0.31,0.52,0.11,0.36,0.50,1.00,0.91,0.29,636.37
288,1146,0.02,0.28,0.51,0.10,0.36,0.50,0.72,1.96,0.45,639.50
289,1141,0.01,0.30,0.54,0.12,0.39,0.53,0.71,1.04,0.21,641.45
290,1144,0.01,0.31,0.52,0.10,0.38,0.50,1.08,1.46,0.49,644.49
291,1142,0.02,0.29,0.51,0.10,0.38,0.52,0.87,1.05,0.56,646.98
292,1143,0.01,0.32,0.52,0.02,0.37,0.52,1.13,1.53,0.20,649.84
293,1143,0.01,0.30,0.53,0.02,0.36,0.49,0.64,1.09,0.36,651.94
294,1147,0.01,0.31,0.52,0.10,0.36,0.50,1.05,1.76,0.40,655.14
295,1142,0.01,0.29,0.52,0.11,0.35,0.48,0.83,1.50,0.43,657.91
296,1147,0.01,0.28,0.52,0.09,0.38,0.50,1.08,1.10,0.22,660.31
297,1144,0.01,0.31,0.52,0.09,0.37,0.48,0.89,1.89,0.48,663.58
298,1145,0.01,0.32,0.53,0.10,0.38,0.49,0.79,1.36,0.30,666.02
299,1141,0.01,0.32,0.52,0.03,0.38,0.51,0.99,1.71,0.28,669.01
300,1142,0.01,0.31,0.52,0.03,0.37,0.50,0.58,2.12,0.48,672.20
301,1144,0.01,0.32,0.52,0.03,0.39,0.51,0.69,1.22,0.35,674.46
302,1146,0.01,0.33,0.54,0.03,0.38,0.51,0.99,2.22,0.44,678.10
303,1137,0.01,0.31,0.53,0.04,0.36,0.48,0.98,1.59,0.48,681.16
304,1146,0.01,0.29,0.52,0.03,0.37,0.51,0.86,1.19,0.41,683.61
305,1138,0.01,0.27,0.50,0.03,0.38,0.52,1.24,1.80,0.21,686.86
306,1148,0.01,0.28,0.51,0.03,0.38,0.53,0.76,1.07,0.31,689.00
307,1141,0.01,0.30,0.52,0.04,0.35,0.48,1.00,1.74,0.28,692.03
